title,text 
"ATRASO DE ENCOMENDA, SEM ATUALIZAÇÃO!","Fiz meu pedido dia 26 de outubro e ficou previsto pra chegar dia 12/11, até agora não chegou já está com 19 dias. Também não consigo atualizar encomenda em nenhum aplicativo, até mesmo no site dos Correios o status fica dando erro e só aparece essas informações :CURITIBA, PR, Objeto em trânsito - por favor aguarde, de Unidade de Tratamento, CURITIBA - PR, para Unidade de Tratamento JABOATAO DOS GUARARAPES - PE.Preciso de minha encomenda urgentemente, até pq nem rastrear estou conseguindo. "
Estorno não recebido,"Fiz uma compra e cancelei, eles falaram que o estorno foi realizado mas não recebi até agora. Esperei 15 dias como diz no aplicativo e mesmo assim não chegou, tentei entrar em contato mas dizem que já foi recebido."
vestido ,Gostaria de reclamar devido uma compra feita a vocês .Eu comprei duas peças no caso dois vestidos e no ato do recebimento só veio apenas 1 comprei os dois porque até mesmo o frete era incluso.Quero a devolução do meu dinheiro ou o vestido
Shein sem acesso ao chat,"Estou tentando acessar o chat online da shein pois meu produto foi devolvido e preciso indicar o ajuste do endereço tendo em vista que não tenho acesso mais o código de rastreio e sempre que tento aparece que o chat não está disponível, preciso ajustar o endereço de envio"
MEU PEDIDO ESTA FORA DO PRAZO,"Bom dia, realizei um pedido GSHN4U019000QU1 na shein em outubro com o prazo de entrega até dia 03/11/2022. Hoje estamos no dia 19/112022 e o meu pacote não chegou, o pior de tudo que hoje estou rastreando e o código está dando erro, já liguei nós correios, já tentei suporte com a shein e não consigo atendimento.Inclusive hoje é meu aniversário e as coisas que comprei não vão estar aqui triste!!!Agora vamos ao pedido GSHN4W01T00N8BA que eles excederam o prazo, pois a entrega deveria ser feita até 07/11/2022. Está dando o mesmo erro no rastreamento do código. "
Não recebimento da encomenda ,"Olá boa tarde. No dia 9 de outubro de 2022 realizei uma compra de 2 pijamas femininos com vocês. A promessa de entrega seria até no máximo 30 de outubro. Passou o dia 30de outubro e a mercadoria não foi entregue.  Depois de uma semana mandei uma mensagem no atendimento ao cliente da SHEIN e posteriormente obtive um retorno via e-mail de que era pra ter um pouco de paciência pois a mercadoria já estava a caminho e que era normal atrasar . Pois bem, esperei mais um pouco e escrevi nessa semana novamente. Recebi a mensagem de que a encomenda estava a caminho. Ontem, recebi outra mensagem da SHEIN sinalizando que houve uma tentativa de entrega da mercadoria porém não foi encontrado ninguém em casa . Ainda pedem para que eu entre em contato com a transportadora local ( no caso aqui no Brasil seria os correios ) para verificar o que houve . Gente , pelo amor de Deus, vou fazer aqui duas considerações:  1- Eu moro em prédio, então JAMAIS haveria essa possibilidade de não encontrar ninguém em casa , uma vez que a portaria do meu prédio recebe TODAS encomendas dos moradores do condomínio.  2- ESSA ENCOMENDA NEM SE QUER CHEGOU AO BRASIL!!!!!! Certeza que enviaram pra um país errado!!!!!!!!! Estou dizendo isso porque o código de rastreio dessa encomenda não corresponde ao nosso brasileiro. Toda vez que eu consulto no site do correio, logicamente eles não reconhecem o código.  Vamos deixar de ser um pouco sacanas por favor. Não empurrem para o cliente uma responsabilidade ou erro que foi de vocês !!!!!  Bem , resumindo: ou vocês se viram pra  achar  minha encomenda que deve estar girando o mundo OU devolvem meu dinheiro!!!!Grata"
O meu pedido costa que foi entregue e eu não recebi tou tentando falar com atendente mas não consigo,O meu pedido costa que foi entregue e eu não recebi tou tentando falar com atendente mas não consigo
Fiz um pedido nacional a dias e ate agora não foi enviado e não consegui fala com o serviço online pois se da indisponível,Fiz 3 compras em lojas nacionais e nenhuma enviou fiz dia 11 ja vai chega o dia 20 e nada enviado desdenontem tento entra em contato e ninguem me atende
Item diferente do pedido ,Fiz a compra de 6 itens e recebi apenas 1 totalmente diferente do que pedi. Não estou encontrando a opção de devolução/reclamação no aplicativo. E um absurdo isso.
Pedidos atrasados,Tenho dois pedidos que estão atrasados ( GSHN4956A0023KL e GSHN4956U00MKXW). Recebi apenas 1 item dos muitos comprados. O chat que eles disponibilizam não resolve o problema. 
Endereço Incorreto,"Eu realizei um pedido na sheim dia 15/11/22, os pedidos internacionais estão com o endereço de entrega correto , mas os pedidos nacionais estão com o número da residência incorreto! Eu ja mandei diversas mensagens, mas eles não me dão uma resposta que irá resolver o problema, fora que demoram 24hrs para responder cada msg que eu envio para o suporte, eu gostaria apenas que colocassem o número da residência correto, para que meu pedido não seja enviado para a residência errada. Eles me enviaram link para modificar o endereço mas quando finalizo aparece a mensagem que não é possível modificar o endereço! Segue abaixo os números dos pedidos que estão com endereço errado.GSHNQ0051000A08#GSHNQ0051000A07#GSHNQ0051000A0R.SHEIM AGUARDO UMA RESPOSTA POIS EU ESTOU ENVIANDO MENSAGEM PARA VOCÊS ANTES QUE OS PEDIDOS NACIONAIS  FOSSEM COLETADOS ."
Cartão de crédito ,"Não estou conseguindo comprar com o cato de crédito do Itaú, ele recusa a compra"
Shein,"A compra mostrou que já estava  em jaboatão, e de repente coloco o código de rastreio nos app de rastreamento e não mostra nada o app chega a parar "
Atraso na entrega de mercadoria ,"Fiz o pedido dia 21 de outubro de 2022, no total de 5 produtos, mas apenas 4 foram enviados juntamente. 1 item ainda se encontra como aguardando coleta,mesmo sendo produto nacional. No app tem um chamado de atraso de produto devido a clima anormal e nada é resolvido, eu sempre deixando bilhete sobre o assunto, porém é uma mensagem de robô que me enviam."
Pedido entregue mas não recebido,"Bom dia estou com sério problemas com essa empresa fiz uma compra grande 14 itens e eles fizeram uma burrada de colocar o mesmo código de rastreio e os correios só me entregou uma encomenda e agora todas estão aparecendo que foi entre sendo que não me entregaram já fui nos correios e eles falaram que não está lá e tento contato com a shien pelo app ou site e ninguém me dar uma solução, parece que estou conversando com máquinas respostas prontas sem sentido nada haver com o assunto "
NÃO FIZERAM REEMBOLSO,"Fiz uma compra e meu pedido não chegou. Fiz o pedido do estorno do valor. Já vai fazer 1 ano e nada do dinheiro cair minha conta. Quero que resolvam meu problema, quero meu dinheiro de volta. "
Cobranças indevidas,"Ao olhar meu cartão hoje a tarde, pasmem, haviam várias compras lançadas para esta empresa, com data de hoje, 17/11, nunca comprei nesta empresa, nem a conheço. Observei inclusive que existem outras reclamações com o mesmo teor, estou tentando cancelar os valores junto ao cartão, visto que é recente, mas fico indignado com isto."
Falta de produtos,"Comprei 4 rolos de papel de parede porém só recebi 1, não quero reembolso, apenas os outros 3 rolos.Seria bom se eu conseguisse entrar em contato com o vendedor para saber oq aconteceu. Quero o restante dos produtos o mais rápido possível.Recebi apenas 1 e na nota consta como 4"
ATRASO NO PEDIDO,"Meu pedido estava com a data estimada pro dia 14 ou dia 19 e hoje ja é 19 e nada de chegar. No app diz que está atrasado por conta do clima anormal, mas ja fazem uma semana que ele fala a mesma coisa. Preciso saber do meu pedido, com urgência."
Não consigo realizar o rastreamento ,"Realizei 3 compras na shein, as mesmas já estão no Brasil, porém não consigo rastrear. Já tentei rastrear por diversos lugares e nada. NA652401717BRNA652234775BRNA647469481BR"
meu pedido consta como entregue e não chegou na minha casa,"Recebi uma notificação da shein avisando que meu pedido tinha sido entregue, porém ele não chegou na minha casa! Já liguei pra portaria desde ontem e nada ainda! A shein não me responde, o chat deles pelo app não responde nada, e agora não sei o que fazer!"
Meu código de rastreamento está como inexistente ,"Olá, eu fiz uma compra na shei há alguns dias atrás e tava acompanhando o rastreio até ele chegar em Londrina-PR, ele ficou uns dias parado no centro de logística, e agora quando vou rastrear aparece que não existe produtos com esse código, e nem no meu CPF consta pedidos. O meu pedido não chegou "
Quero meu dinheiro de vouta,Comprei no app da shein paguei mais a compra aparece como não paga tenho comprovante de pagamento.
Atrasado do pedido,"Meu pedido estava com a data estimada pro dia 4 ou dia 13, e hoje ja é 19 e nada de chegar. No app diz que está atrasado por conta do clima anormal, mas ja fazem uma semana que ele fala a mesma coisa. Preciso saber do meu pedido, com urgência."
Não recebi,Fiz pedido de vários itens e até agora não recebi 
Atraso na entrega ,"Parem de ficar mandando aquela porcaria de mensagem automática ,e resolvam minha situação . Porque até então o pedido não chegou até mim ! E a trampo. A qual foi entregada meu produto não respondem , segue o pedido .GSHN4645N00N84R Quero uma resposta mas não automática ! "
Pedido despachado,"Fiz uma compra dia 26 e estava previsto chegar dia 14 entre dia 19. Hoje é o último dia pra entregar e quando entro no app diz que o pedido foi despachado porq o carteiro não foi atendido oq é uma mentira pois ninguém apareceu aqui! Tentei entrar em contato no chat do app mas lá é um robô que não ajuda em nada e não tô conseguindo rastrear pelo correio. Como que um pedido é despachado sem nem ao menos tentar entregar?? Quero o pedido ou meu reembolso, tenho outro pedido feito lá e sinceramente tô com medo de não receber tbm."
Pedido processando ,"Fiz um pedido dia 11/11 até o momento informa que está processando , no App informa que tem 4 dias de atraso no envio na verdade já são 8 dias de atraso! Preciso do pedido para ano novo e não sei como será se não chegar a tempo. Não entendo porque diz que o problema é o clima! Eu fiz um pedido dia 05 enviaram normal já está em Curitiba sendo encaminhado para minha cidade, e o do dia 11/11 está processando! "
Minhas compras estão atrasados ,"Minhas compras estão atrasadas,nem enviada foram!!quero que resolvam meu problema por favor."
Código de rastreio inválido ,"Olá, estou com problemas com minha remessa. Está atrasada, era pra chegar até dia 8, hj já é dia 19, e o código de rastreio está inválido!"
Na recebi meu pacote,Comprei um fone de ouvido era pra ter chegando dia 5 de novembro e nao chegou  no rastreio falar que ta aguardado coleta
Atraso ,"Eu comprei minhas roupas achando que ia chega cedo mas nem saiu do lugar, não deu nem um paço.. Pode olha aí que não saiu nem do lugar "
[Editado pelo Reclame Aqui] ,"Simplesmente,  fiz um pedido, debitou no meu cartão e não consta no site."
ENTREGA EM ATRASO,"bom, fiz uma compra grande no dia 01/11/2022, esperando que chegasse no prazo de entrega que seria dia 15/11, no caso 15 dias que seria o suficiente pra a entrega chegar na minha residência, a encomenda chegou em Curitiba dia 08, passou pela fiscalização aduaneira no mesmo dia e seguiu caminho, hoje faz 11 dias que não atualiza mais no site dos correios, e não chegou em lugar nenhum ainda depois de Curitiba, sendo que eu sempre comprei na Shein e nunca havia demorado tanto, preciso de respostas!!! pois comprei pra usar esse fim de mês e até hoje nada de chegar, estou indignada e sem saber onde se encontra o meu pedido, os correios precisam ter mais responsabilidade com as nossas encomendas, então, acima de tudo eu só quero uma resposta, ou uma atualização no site pra saber onde está meu pedido "
Código Inválido ,"Fiz uma compra dia 04/11 e estava prevista para chegar ontem 18/11, mas ainda não chegou e o código de rastreio simplesmente parou de funcionar. Por favor, podem verificar oq ocorreu com o código?Código rastreio: NA623736642BRN do pedido: GSHN4A39S000MY9"
Não  consigo acompanhar meu pedido Shein,Fiz uma compra  em  29/10/ 22 pedido GSHN4Y11Y00MX08  no site informa que meu endereço e telefone estão incorretos. Sendo que recebo varios produtos da mesma empresa no meu endereço.  Não  sei onde está  meu pedido eles nao me dao opções nem para retirada e nem para reembolso. Como fica minha situação.  Extremamente decepcionada vim por meio deste pedir ajuda
Não recebi meu pacote,Trabalho fora e não recebi o meu pacote.
Produto não entregue ,"Quero buscar meu produto mas não sei em qual correio ta, não conseguiram fazer a entrega e mandaram eu entrar em contato "
Shein,fiz uma compra e o código de rastreio desse pedido (GSHN4H32Y00N8TL) está dando incorreto no rastreamento e não tem como eu acompanhar quando estiver na cidade e sair para entregar 
Produto nacionais ,"Comprei um conjunto que já passou do prazo de entrega, não consigo fazer contato com a loja e nem a shein Brasil consegue resolver, faz mais de 1 mês que o produto ainda está em processamento. Loja wiretecpro"
Rastreamento de pedidos ,"Bom comprei a bolsa e uma viseira na shein, estava tudo indo bem, simplesmente quando meus produtos chegaram nos correios de São Paulo não consigo mais rastrear "
Pedido da Shein parado no aeroporto do Brasil ,Meu pedido está parado há dias no aeroporto do Brasil NÚMERO DO PEDIDO: GSHN4H19W0020LX
Demora no envio e sem conseguir contato ,"Boa noite ! Efetuei uma compra na shein, primeira compra, no domingo a noite, dia 13. Hoje já é sexta feira dia 18 e não enviaram minha compra.  Achei o sistema da shein péssimo, a gente não consegue falar com atendente, não consegue falar com vendedor, não consegue falar com ninguém. Só com umas respostas automáticas que não resolvem nada.  E também não consigo cancelar o pedido . Número do pedido : GSHN4E41Q000QNC"
Outro nome como devedor na compra,"Olá! Coloquei meu CPF na parte do envio, e quando vou pagar seja por pix, boleto ou cartão de débito, colocam outro nome como devedor. Tentei mudar e colocar outro CPF, e mostrou o nome do devedor certinho. Por que só com meu CPF que mostra o nome errado?"
Comprei e não recebi,"Apareceu no Instagram várias promoções da SHEIN. Roupas, conjuntos a 19,90.Fiz duas compras. Nunca recebi nenhum e-mail e nenhuma informação.As compras foram debitadas no meu cartão."
Não dá suporte ,"Gente fiz algumas compras , na shein eles cancelam e diz que fui reembolsado porém a cobrança continua no meu cartão! Minha insatisfação é que eu queria os produtos não o reembolso mais eles não dão suporte e só cancelam, tento um chat uma conversa porém não rola .. Me sentindo um trouxa."
Compra não realizada devido a filtro de segurança ,"Tentei realizar uma comprar hoje a noite no cartão de crédito e não foi possível finalizar devido um filtro de segurança, a SHEIN mandou falar com a ebanx mas eles não resolveram nada, então gostaria de saber o que eu posso fazer para resolver pois eu tentei até no aplicativo de mãe da SHEIN com meu cartão e não foi, fui e pedir o cartão do meu namorado e tentei no meu e não foi, tô sem entender , então por favor resolvam pois preciso fazer essa compra! "
Pedido constando que foi entregue,Meu pedido está constando que foi entregue no app e não recebi ainda
Sem modificação no rastreamento do produto ,"Fiz uma compra dia 25/10/2022  de tres itens, e nenhum deles chegou até o momento sábado que o prezo de entrega era dia 08/11 ate 12/11, dois produtos estão desde o dia 07/11 aparcendo essa mensagem no rastreamento ""chegou International Warehouse Esterilização e inspeção do pacote final concluídas, pacote enviado."" Sem alteração até o momento. Um dos produtos esta apercendo essa mensagm no rastreamento ""Desinfecção e processamento do International Warehouse Package concluído, aguardando envio.""Gostaria de uma informação concreta quando minha compra vai chegar? Pois não consigo nenhum contato para obter informações."
Não recebi o pacote. ,Não recebi o meu pedido. Aparece uma mensagem assim: Solicitação de suspensão de entrega recebida. Não consegui retorno com a Shein para entender o que aconteceu. 
Pedido não recebido ,"Fiz um pedido dia 22.09, demorou muito tempo durante td o rastreamento, e no final, constou que o pacote foi entregue dia ,09.11, porém não recebi, nem meus vizinhos e até agora não recebi o estorno do valor da compra.Pedido: SZZQ******* "
Compras não entregue.,Comprei 3 itens dia 12 de setembro de 2022 e até agora não recebi. mando email e não respondem.
Meu pedido da Shein não sai do processamento ,"Fiz um pedido à 8 dias e nada de atualizar, fiz outras compras no msm dia e todas já estão a caminho e essa não sai do processamento. Não consigo resolver pelo app, o suporte não dá uma resposta clara. Quero saber se vou receber minha encomenda ou devo cancelar "
Item faltando,"Comprei um pedido contendo vários itens, porém comprei 1 par de meia com uma tiara o anúncio era junto, meia infantil, só vieram as meias, está faltando a tiara."
Não recebi a nota fiscal.,"Comprei duas calças pela shein e nenhuma serviu e agora não consegui fazer a devolução por que precisa da nota fiscal e eu tento entrar em contato com a shein pro atendimento online e ninguém me atende. Péssimo, decidi que nunca mais usarei o aplicativo para comprar nada pq é um absurdo não ter atendimento quando necessário e eu ter que me matar tentando conseguir um nfc."
Não recebi reembolso ,"Fiz a compra de um blazer pelo site da Shein, fui taxada e recusei o produto,no rastreamento do produto consta que meu reembolso foi feito, no entanto nenhum valo caiu em minha conta e não tenho nenhum saldo positivo na Shein. Gostaria de ter a devolução do valor já que não recebi a mercadoria e é impossível conseguir contato com a empresa."
Meu pedido tá atrasado,Meu pedido na shein tá atrasado e deste a data de entrega era hoje dia 18/11 e meu pedidos n que sair do lugar aonde parou ta na cidade Araguaina e o destino pra chegar esse pedidos é na minha cidade de Esperantina Tocantins 
Compra/ devolução,"Comprei um vestido e uma bolsa na shein no dia 16 outubro, e estava programado para chegar entre os dias 05 à 07 de novembro, passou uns dias e nada da minha compra. Hoje dia 18 de novembro é nenhum retorno da Shein, eu quero muito falar com o atendente, para me ajudar."
Carteiro não atendido ,O carteiro não atendido significa que haverá nova tentativa de entrega??
Gosatria de saber porque nao estao encontrando as informações do meu cartaoE por esse motivo nao consigo efetuar a minha compra,Estou tentando fazer uma compra e estar sendo reijeitada pelo app.gostaria de saber o motivo
Violação dos direitos ,"Comprei uma camisa na promoção relâmpago da shein, porém lá não fala se a forma é grande ou pequena, comprei o tamanho que sempre uso, tamanho M, porém quando chegou experimentei e não serviu, ficou apertada, ao entrar em contato com a empresa informou que não poderia devolver o produto por se tratar de uma promoção relâmpago, então irei ficar com um produto que não irei utilizar ? Manifestei arrependimento e fui informada que teria que me virar com o produto, com outras palavras, indignada demais com a situação. Eu compro, não me serve e estou sendo OBRIGADA a ficar com o produto mesmo não servindo. Uma pouca vergonha isso, ainda mais quando o artigo 49 do CDC diz totalmente o contrário."
"Transportadora J&T Courier, alega ter entregado encomenda, informa que está com minha assinatura no pacote no momento de recebimento, más nao foi minha pessoa que recebeu é nem mesmo assinou. ","Hoje, 18 de novembro de 2022. Acessei minha conta da SHEIN, para verificar o rastreamento da minha encomenda dê numero do pedido: GSHN4V11C0011N6.Conferindo o rastreamento, deparei com a informação que a encomenda havia sido entregue é ate mesmo assinada por mim. Está informação no rastreamento e falsa, consultei com familiares se caso havia recebido a encomenda em meu nome, más nao obtive sucesso, ninguém há recebeu. No rastreamento, não existe um numero de rastreamento para que eu consiga ir no site oficial da transportadora e colher informações extras, estou abrindo está reclamação no ""reclame aqui"" para quê eu consiga um suporte adequado. Estou me sentindo, bastante triste pelo motivo da proporção quê este caso esta se tornando, não tiveram a disponibilidade de me fornecer um código de rastreamento para acompanhamento da encomenda é acho que bem possivelmente, estarão a alegar que recebi a encomenda é quê eu deva buscar pelos meus direitos, caso queira reaver meu dinheiro ou até mesmo a encomenda.  "
Comprei e não recebi,"COMPREI 2 VESTIDOS. NO DIA 03/11/22 COM PREVISÃO DE ENTREGA NOS DIA 16 Á 21/1122 . PORÉM NO DIA 14/11 ÁS 16:39HS OS CORREIOS DE LAURO DE FREITAS RECEBEU E NÃO ENTREGOU NA MINHA RESIDÊNCIA ALEGANDO QUE O ENDEREÇO ESTAVA INCORRETO, MAIS NÃO ENTRERAM EM CONTATO COMIGO E RESOLVERAM DEVOLVER PARA P REMETENTE. É MOLE!!!E ATÉ O MOMENTO NÃO RECEBI NENHUMA INFORMAÇÃO DE NADA TOU RASTREANDO CONFORME CÓDIGO E OS PRODUTOS JÁ ESTÁ NOS CORREIOS DE SALVADOR.O QUE FAÇO?"
Compras,"Comprei duas peças de roupa para mim, mas nao ta aparecendo onde ta minhas compras, vou em rastrear mas não aparece nada.."
Produto taxado na alfândega e shein não dá suporte para cancelar a compra,"Fiz uma compra na shein e após alguns dias recebi uma notificação do correio referente a cobrança de taxas na alfândega. O valor cobrado foi quase o valor da minha compra, portanto quero cancelamento! A shein não dá suporte para cancelar a compra, não acho a opção de cancelamento nem no site da shein nem nos correios! O suporte da shein nunca está disponível! Muito frustrante, já perdi um tempão tentando cancelar a compra e receber meu reembolso."
Estão utilizando o meu número de telefone ao realizar as entregas,"Estou recebendo diversas mensagens em meu número particular referente a entregas de produtos da Shein.No rastreio da entrega, quando há a entrega, aparece a mensagem em caso de dúvida entrar em contato com [meu número de telefone].O fato é: não trabalho para Shein, não trabalho com entregas e estão utilizando o meu número indevidamente. Espero que a empresa tome as providências o quanto antes, pois além de mim, os clientes da empresa empresa  também estão sendo pesados, pois algumas pessoas relataram que o pedido consta como entregue porém não receberam o produto."
Minhas encomendas não chegaram ,Fiz pedidos e não chegou nenhuma das encomendas. Só quero que me explique o motivo ou então me der reembolso. Número do pedido. GSHN4S4W000N7V Outro número do pedido. GSHN4B4790012FAEsse tbm.  GSHN4S47C00MFRE
ATRASO,"Efetuei uma compra de dois vestidos no dia 18/10/22 Compra nacional (achando que seria mais rápido já tinha urgência de usar um dos vestidos em um casamento) a data de entrega era até dia 09/11. Hoje dia 18/11 sigo sem conseguir cancelar os mesmos! Precisei comprar um vestido presencial e não tenho mais interesse em ficar com o vestido depois de tanto tempo de atraso. Última atualização do rastreio foi dia 03/11. DESCASO TOTAL, decepcionada."
Atraso,"Efetuou uma compra NACIONAL em 27/10 com entrega estimada para 14/11. Produto não chegou e não teve nenhuma atualização de status desde a compra. Entrei em contato com a shein via Instagram e me foi informado que iriam ""reenviar"" o produto com extrema urgência. Supostamente sou reenviado em 11/11 e até agora 18/11 o status continua nem atualização nenhuma. Quase 1 mês aguardando um pedido que provavelmente foi perdido e não me enviam, não consigo cancelar, a compra foi antecipada pois preciso da roupa para um evento e agora me mandaram esperar até dia 30/11 sendo q preciso da roupa para dia 02/12. Vai chegar dia 30 não irão me enviar e não conseguirei comprar mais em lugar nenhum. ONDE ESTA MEU PEDIDO???????? "
compras,"COMPREI PESSAS DE ROUPAS DA SHEIN A QUASE UM MES ,NAO ME RESPONDEM E O CODIGO DE RASTREAMENTO NAO EXISTE"
Comprei uma calça e não consegui pedir o reembolso ,Comprei uma calça jeans para minha irmã e desde o mês passado nem saiu para a entrega. Quero saber o porquê demorar tanto e apenas quero o meu dinheiro de volta o quanto antes.
Faltando peças no pedido.,"Fiz uma compra no aplicativo da Shein onde pedi 7 itens, ao receber o pacote veio apenas 1.Recebi uma mensagem de que os itens poderiam vir separados, ja passou o prazo de entrega e até o momento não tive nenhum retorno Número do pedido:GSHN4A61S000QCMLoja do app:Loli Modas.Chamei no Instagram e até o momento não responderam Também."
Demora no envio,"Dia 26/10/22 realizei a compra de 3 itens, sendo duas pulseiras para relógio e uma capinha para celular (pedidos GSHN461810009WR, GSHN461810009W8  e GSHN461810009W7).Os pedidos GSHN461810009W8  e GSHN461810009W7 chegaram com alguns dias de atraso, porém o pedido GSHN461810009WR, mais de 20 dias após a compra, sequer foi enviado (hoje é 18/11/22), sendo o prazo máximo para entrega dia 15/11/22.No site não existe nenhuma informação referente ao cancelamento dos pedidos. Já que a loja não tem interesse na venda, quero cancelar a compra."
Vende e não entrega,"Comprei umConjunto na Shein, comData prevista pra entrega de 12 a 20 dias, hoje faz 49 dias que paguei via boleto e não recebi, me respondem aos e-mail e dizemQ foi entregue em12.11.22, porémMoro em prédio com zelafor e nada foi entregue como dizemQuedou. Pedi as gravações das câmeras de segurança do dia que a empresa diz ter sido entregue e não aparece nenhum entregador. E eles não querem  enviar outra mercadoria, eu que fique no prejuízo."
Não recebi minhas encomendas,"Fiz 3 pedidos em agosto (mais de 90 dias de afiliado da Shein e ainda não recebi, no entanto no rastreio diz que os mesmo já foram entregues e não foram, tenho sempre pessoas em casa, pois trabalhamos home office. Encaminhei vários e-mails  no qual a resposta é sempre muito parecida, que deveria procurar os correios, mas as mercadorias vem pela transportadora  Ebanx Track e os correios não receberam, no último e-mail veio o seguinte: "" Se você ainda não conseguiu encontrar seu pacote, é provável que seu pacote tenha sido perdido. Lamentamos muito por isso. Estamos dispostos a providenciar um reembolso de 60%."" Pago o valor e o reembolso vem em partes? Se não veio a mercadoria o valor tem que ser devolvido integralmente."
Reembolso ,"Estou tentando o reembolso de uma calça e nO tenho resposta por parte da empresa, ja mandei msg de várias formas nao respondem nada. No app diz que a calça nao chegou no armazem porem ja foi entregue pelo correio tem mais de 5 dias"
Mercadoria [Editado pelo Reclame Aqui] dos correios,"Sendo feito o rastreamento do meu pedido.Fiquei sabendo que a minha encomenda foi [Editado pelo Reclame Aqui] quando estava saindo da agencia dos correios no Brasil, Rio de Janeiro. A partir daí, não consigo falar com vocês,  já tentei várias formas .Gostaria de saber como faço para ter esse reembolso "
O produto foi entregue mas não recebi,"Meu pedido consta como entregue no app da shein, porém não recebi. Já foi verificado com os vizinhos e o pedido ainda não foi encontrado. O status mostra entregue e o suporte de atendimento do app da shein só vive ocupado"
Fizeram uma compra indevida com meu cartão na shein ,"Fizeram uma compra indevida na data de hoje 18/11/2022 com meu cartão de crédito , não reconheço essa compra "
Não recebi pedido,"Meu pedido não foi recebido ,diz que teve erro na entrega ,mas eu estava em casa ,meu endereço tá certo e meu telefone tbm.Mandaram eu entrar em contato  com operadora local mas não sei o que é isso."
Item faltando no pacote,"Fiz uma encomenda de três fones sem fio na shein, ontem recebi o pacote mas só veio um dos três fones e no site está dando que os três foram entregues. Tentei entrar em contato para saber como receber os dois fones que estão faltando mas ainda não fui respondida"
Fiz o pedido no dia 2/11e pra chegar amanhã dia 19/11 só que é sábado então já vai passar da data prevista de entrega ,E sempre não saia do mesmo lugar 
Notificação Anormal de Entrega SHEIN,"Fiz duas compras no site da Shein uma dia: 22/10 - No. do Pedido: GSHN4343T002Y35e No do Rastreio: NA584885611BR, e fiz o outro pedido no dia 27/10 - No. do Pedido GSHN4X43W001EBLNo do Rastreio: NA601697071BR, onde acabei sem querer colocando o endereço errado neles e quando vi ja não dava para mudar. Recebi a Notificação Anormal de Entrega SHEIN, onde é indicado entrar em contato com o correio, alterando o endereço para eles fazerem o reenvio para mim, fiz todo o processo de ambos os pedidos, porém sem sucesso, meus dois pedidos foram entregues ao remetente da Shein no Brasil. Tentei contato com o agente de contato 24h também, sem sucesso, recebi apenas uma mensagem automática. Gostaria de uma posição da Shein, pois os dois itens seriam presentes para uma pessoa, e não vou acabar conseguindo entregar a tempo. Gostaria qque fizessem o reenvio com o endereço correto, antes do envio retornar para a China e eu ter que comprar novamente. Fico no aguardo de um posicionamento. "
Carteiro não atendido / pedido despachado,"Fiz uma compra na SHEIN e quando fui olhar o aplicativo diz que o carteiro não realizou a entrega porque não foi atendido e que o pedido foi despachado. O meu endereço está ok, hoje nenhum carteiro chamou na minha casa, ninguém saiu de casa hoje!!!!!! Quero saber porque foi despachado???? Não vai ser feita uma segunda tentativa de entrega???????????? "
Shein travada,Numero do pedido GSHN4A3090023CSMinha encomenda está desde o dia 12 pra Fortaleza já se passou 6 dias e nada. Nem uma atualização. E eu iria precisar pro dia 21 mais pelo que vi não vão da tempo. Quero saber o que tá acontecendo que nao teve movimentação porque está demorando tanto
Não sei onde o meu pedido está!,"No dia 11/11 fiz meu pedido na Shein. Dia 12, fala pedido enviado. 16/11 chegou a instalação local e hoje dia 18/11 esta em transito. O problema é que não fala exatamente onde o meu pedido está! Eu não sei se esta na china, ou se já esta no brasil ou se esta em outro país. Costumo também usar os correios para rastrear as encomendas que eu faço mas desde o dia 14 no aplicativo só consta que a encomenda foi postada e não tem a atualização. Número do meu pedido:    GSHN4J07R00NWEN"
Taxa maior que metade do valor do pedido,"Boa noite! Realizei um pedido na Shein no valor de R$403,86 reais que foi taxado na alfândega em R$267,7, ou seja, mais da metade do valor total do pedido, sendo assim totalmente inviável a quitação da mesma. Ocorre que não consigo por meio do site da Shein cancelar esse pedido, nem solicitar devolução. Preciso de uma solução! No. do Pedido GSHN4Y12C00NLPL"
Compra não reembolsada ,"Olá boa noite, Desde já venho dizer que sou compradora fiel e isso nunca aconteceu mas dessa vez eu não vou deixar passar porque é um valor de devolução alto Tenho 2 pedidos em devolução que foram enviados pelos correios na segunda feira. Porém até agora não obtive resposta, mesmo colocando o recibo do envio e número de rastreamento no aplicativo da SHEIN. Gostaria que vocês me ajudassem a resolver isso por favor "
Não recebi ,Comprei as ofertas mas não recebiSerá [Editado pelo Reclame Aqui]??
Não consta meu pedido ,"Fiz uma compra ,já paguei o boleto ,e não está constando o meu pedido no app, fico no aguardo."
Entrega,Fiz o pedido no dia 2 de novembro. Dia 9 foi atualizado dizendo que estava em Curitiba duas horas da minha cidade. No dia 17 foi atualizado dizendo que o pedido foi encaminhado pra Bahia. E a previsão de entrega é pro dia 20.
